Blender 4.0.2
Read prefs: "/root/.config/blender/4.0/config/userpref.blend"
Read blend: "/root/Project/rack-device-3d/Cisco-N9KC9336C-FX2/v001/model/CISCO-Nexus-N9K-C9336C-FX2.blend"
Fra:1 Mem:100.54M (Peak 100.54M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | INFERRED_Bottom_folded_sheet
Fra:1 Mem:123.37M (Peak 123.37M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_5_direction_1
Fra:1 Mem:123.37M (Peak 123.37M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_5_direction_-1
Fra:1 Mem:123.37M (Peak 123.37M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_10
Fra:1 Mem:123.37M (Peak 123.37M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_09
Fra:1 Mem:123.38M (Peak 123.38M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_4_direction_1
Fra:1 Mem:123.38M (Peak 123.38M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_4_direction_-1
Fra:1 Mem:123.38M (Peak 123.38M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_08
Fra:1 Mem:123.39M (Peak 123.39M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_07
Fra:1 Mem:123.39M (Peak 123.39M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_3_direction_1
Fra:1 Mem:123.39M (Peak 123.39M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_3_direction_-1
Fra:1 Mem:123.39M (Peak 123.39M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_06
Fra:1 Mem:123.39M (Peak 123.39M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_05
Fra:1 Mem:123.40M (Peak 123.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_2_direction_1
Fra:1 Mem:123.40M (Peak 123.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_2_direction_-1
Fra:1 Mem:123.40M (Peak 123.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_04
Fra:1 Mem:123.40M (Peak 123.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_03
Fra:1 Mem:123.40M (Peak 123.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_1_direction_1
Fra:1 Mem:123.40M (Peak 123.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_1_direction_-1
Fra:1 Mem:123.40M (Peak 123.40M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_02
Fra:1 Mem:123.41M (Peak 123.41M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_01
Fra:1 Mem:123.41M (Peak 123.41M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Correct_factory_PID
Fra:1 Mem:123.44M (Peak 123.44M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_product_family_line_2
Fra:1 Mem:123.45M (Peak 123.45M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_product_family_line_1
Fra:1 Mem:123.47M (Peak 123.47M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_brand_wordmark
Fra:1 Mem:123.48M (Peak 123.48M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_9
Fra:1 Mem:123.49M (Peak 123.49M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_8
Fra:1 Mem:123.49M (Peak 123.49M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_7
Fra:1 Mem:123.49M (Peak 123.49M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_6
Fra:1 Mem:123.50M (Peak 123.50M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_5
Fra:1 Mem:123.50M (Peak 123.50M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_4
Fra:1 Mem:123.50M (Peak 123.50M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_3
Fra:1 Mem:123.51M (Peak 123.51M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_2
Fra:1 Mem:123.51M (Peak 123.51M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_1
Fra:1 Mem:123.52M (Peak 123.52M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LS_selector_text
Fra:1 Mem:123.52M (Peak 123.52M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LS_selector_metal_button
Fra:1 Mem:123.68M (Peak 123.68M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LS_selector_black_surround
Fra:1 Mem:123.69M (Peak 123.69M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_4_legend
Fra:1 Mem:123.69M (Peak 123.69M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_4_unpowered_lens
Fra:1 Mem:123.72M (Peak 123.72M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_3_legend
Fra:1 Mem:123.72M (Peak 123.72M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_3_unpowered_lens
Fra:1 Mem:123.75M (Peak 123.75M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_2_legend
Fra:1 Mem:123.75M (Peak 123.75M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_2_unpowered_lens
Fra:1 Mem:123.78M (Peak 123.78M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_1_legend
Fra:1 Mem:123.78M (Peak 123.78M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_1_unpowered_lens
Fra:1 Mem:123.81M (Peak 123.81M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_ENV_legend
Fra:1 Mem:123.81M (Peak 123.81M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_ENV_unpowered_lens
Fra:1 Mem:123.84M (Peak 123.84M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_STS_legend
Fra:1 Mem:123.85M (Peak 123.85M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_STS_unpowered_lens
Fra:1 Mem:123.88M (Peak 123.88M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_BCN_legend
Fra:1 Mem:123.88M (Peak 123.88M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_BCN_unpowered_lens
Fra:1 Mem:123.91M (Peak 123.91M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_P2_arrow_legend
Fra:1 Mem:123.92M (Peak 123.92M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_symbol_branch_B
Fra:1 Mem:123.92M (Peak 123.92M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_symbol_branch_A
Fra:1 Mem:123.92M (Peak 123.92M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_symbol_stem
Fra:1 Mem:123.92M (Peak 123.92M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Console_terminal_symbol
Fra:1 Mem:123.92M (Peak 123.92M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_line.003
Fra:1 Mem:123.93M (Peak 123.93M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_line.002
Fra:1 Mem:123.93M (Peak 123.93M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_line.001
Fra:1 Mem:123.93M (Peak 123.93M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_line
Fra:1 Mem:123.93M (Peak 123.93M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_node_1.25
Fra:1 Mem:123.93M (Peak 123.93M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_node_-1.25
Fra:1 Mem:123.94M (Peak 123.94M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_node_0
Fra:1 Mem:123.95M (Peak 123.95M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_line.003
Fra:1 Mem:123.95M (Peak 123.95M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_line.002
Fra:1 Mem:123.95M (Peak 123.95M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_line.001
Fra:1 Mem:123.95M (Peak 123.95M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_line
Fra:1 Mem:123.95M (Peak 123.95M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_node_1.25
Fra:1 Mem:123.95M (Peak 123.95M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_node_-1.25
Fra:1 Mem:123.96M (Peak 123.96M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_node_0
Fra:1 Mem:123.97M (Peak 123.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_service_retention_screw
Fra:1 Mem:128.51M (Peak 128.51M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | REAR_STS_legend
Fra:1 Mem:128.52M (Peak 128.52M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | REAR_STS_unpowered_indicator
Fra:1 Mem:128.52M (Peak 128.52M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | REAR_BCN_legend
Fra:1 Mem:128.53M (Peak 128.53M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | REAR_BCN_unpowered_indicator
Fra:1 Mem:128.53M (Peak 128.53M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_contact_3
Fra:1 Mem:128.54M (Peak 128.54M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_contact_2
Fra:1 Mem:128.54M (Peak 128.54M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_contact_1
Fra:1 Mem:128.55M (Peak 128.55M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_contact_0
Fra:1 Mem:128.55M (Peak 128.55M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_black_tongue
Fra:1 Mem:128.56M (Peak 128.56M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_deep_stop
Fra:1 Mem:128.56M (Peak 128.56M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_metal_shell
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_9
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_8
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_7
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_6
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_5
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_4
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_3
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_2
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_1
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_0
Fra:1 Mem:128.58M (Peak 128.58M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_guide_5.8
Fra:1 Mem:128.59M (Peak 128.59M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_guide_-5.8
Fra:1 Mem:128.61M (Peak 128.61M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_recessed_connector_stop
Fra:1 Mem:128.61M (Peak 128.61M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_deep_metal_cage
Fra:1 Mem:128.63M (Peak 128.63M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_unpowered_corner_LED_5.6
Fra:1 Mem:128.63M (Peak 128.63M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_unpowered_corner_LED_-5.6
Fra:1 Mem:128.64M (Peak 128.64M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_7
Fra:1 Mem:128.64M (Peak 128.64M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_6
Fra:1 Mem:128.64M (Peak 128.64M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_5
Fra:1 Mem:128.65M (Peak 128.65M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_4
Fra:1 Mem:128.65M (Peak 128.65M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_3
Fra:1 Mem:128.66M (Peak 128.66M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_2
Fra:1 Mem:128.66M (Peak 128.66M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_1
Fra:1 Mem:128.67M (Peak 128.67M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_0
Fra:1 Mem:128.67M (Peak 128.67M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_deep_connector_stop
Fra:1 Mem:128.67M (Peak 128.67M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_keyed_plastic_body
Fra:1 Mem:128.67M (Peak 128.67M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_metal_shield
Fra:1 Mem:128.69M (Peak 128.69M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_unpowered_corner_LED_5.6
Fra:1 Mem:129.53M (Peak 129.53M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_unpowered_corner_LED_-5.6
Fra:1 Mem:129.53M (Peak 129.53M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_7
Fra:1 Mem:129.54M (Peak 129.54M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_6
Fra:1 Mem:129.54M (Peak 129.54M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_5
Fra:1 Mem:129.55M (Peak 129.55M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_4
Fra:1 Mem:129.55M (Peak 129.55M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_3
Fra:1 Mem:129.55M (Peak 129.55M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_2
Fra:1 Mem:129.56M (Peak 129.56M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_1
Fra:1 Mem:129.56M (Peak 129.56M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_0
Fra:1 Mem:129.57M (Peak 129.57M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_deep_connector_stop
Fra:1 Mem:129.57M (Peak 129.57M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_keyed_plastic_body
Fra:1 Mem:129.57M (Peak 129.57M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_metal_shield
Fra:1 Mem:129.59M (Peak 129.59M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_service_panel_true_apertures
Fra:1 Mem:129.62M (Peak 129.62M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_face_screw_24.5_39.3
Fra:1 Mem:129.63M (Peak 129.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_face_screw_24.5_4.1
Fra:1 Mem:129.65M (Peak 129.65M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_face_screw_-24.5_39.3
Fra:1 Mem:129.67M (Peak 129.67M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_face_screw_-24.5_4.1
Fra:1 Mem:129.73M (Peak 129.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_OK_legend
Fra:1 Mem:129.73M (Peak 129.73M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_FAIL_legend
Fra:1 Mem:129.82M (Peak 129.82M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_unpowered_LED_32.6
Fra:1 Mem:129.82M (Peak 129.82M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_unpowered_LED_36.8
Fra:1 Mem:129.95M (Peak 129.95M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_315.4
Fra:1 Mem:129.96M (Peak 129.96M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_313.2
