Blender 4.0.2
Read prefs: "/root/.config/blender/4.0/config/userpref.blend"
Read blend: "/root/Project/rack-device-3d/Cisco-N9KC9336C-FX2/v001/model/06-first-complete-studio-review.blend"
Fra:1 Mem:133.99M (Peak 133.99M) | Time:00:00.06 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | INFERRED_Bottom_folded_sheet
Fra:1 Mem:173.74M (Peak 173.74M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_IEC_recessed_black_floor
Fra:1 Mem:173.74M (Peak 173.74M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_IEC_C14_black_inlet_housing
Fra:1 Mem:173.77M (Peak 173.77M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Fan3_flush_lock_pin_-39
Fra:1 Mem:174.07M (Peak 174.07M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_true_hex_cooling_vents
Fra:1 Mem:174.29M (Peak 174.29M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Fan3_flush_lock_pin_39
Fra:1 Mem:174.41M (Peak 174.41M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_formed_silver_shell
Fra:1 Mem:174.66M (Peak 174.66M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_rear_internal_endcap
Fra:1 Mem:174.67M (Peak 174.67M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_internal_mating_block
Fra:1 Mem:174.68M (Peak 174.68M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_internal_opaque_baffle
Fra:1 Mem:174.68M (Peak 174.68M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_front_face_rim
Fra:1 Mem:174.69M (Peak 174.69M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU1_inlet_vent_divider
Fra:1 Mem:176.36M (Peak 185.41M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Initializing
Fra:1 Mem:170.26M (Peak 185.41M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading NWR_original_chassis_label_baked
Fra:1 Mem:170.26M (Peak 185.41M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading chassis-satin-nickel-roughness
Fra:1 Mem:170.26M (Peak 185.41M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading cage-stainless-steel-roughness
Fra:1 Mem:170.26M (Peak 185.41M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading dark-grille-metal-roughness
Fra:1 Mem:158.23M (Peak 185.41M) | Time:00:00.24 | Mem:7.50M, Peak:7.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Waiting for render to start
Fra:1 Mem:158.23M (Peak 185.41M) | Time:00:00.24 | Mem:7.50M, Peak:7.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:158.23M (Peak 185.41M) | Time:00:00.24 | Mem:7.50M, Peak:7.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene
Fra:1 Mem:158.23M (Peak 185.41M) | Time:00:00.24 | Mem:7.50M, Peak:7.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Shaders
Fra:1 Mem:158.32M (Peak 185.41M) | Time:00:00.25 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Procedurals
Fra:1 Mem:158.32M (Peak 185.41M) | Time:00:00.25 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Background
Fra:1 Mem:158.32M (Peak 185.41M) | Time:00:00.25 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Camera
Fra:1 Mem:158.32M (Peak 185.41M) | Time:00:00.25 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Meshes Flags
Fra:1 Mem:158.32M (Peak 185.41M) | Time:00:00.25 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects
Fra:1 Mem:158.32M (Peak 185.41M) | Time:00:00.25 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:158.54M (Peak 185.41M) | Time:00:00.25 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:158.54M (Peak 185.41M) | Time:00:00.25 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Particle Systems
Fra:1 Mem:158.54M (Peak 185.41M) | Time:00:00.25 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:158.54M (Peak 185.41M) | Time:00:00.25 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Meshes
Fra:1 Mem:163.60M (Peak 185.41M) | Time:00:00.26 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:186.46M (Peak 186.46M) | Time:00:00.28 | Mem:7.76M, Peak:7.76M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.46M, Peak:30.46M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Lid_flush_Phillips_00 1/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.46M, Peak:30.46M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_recessed_connector_stop 5/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.54M, Peak:30.54M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_recessed_connector_stop 5/30 | Building BVH 0%
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.54M, Peak:30.54M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_-1_-4.25 7/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.54M, Peak:30.54M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_subtle_recessed_contact_row 30/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.57M, Peak:30.57M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_-1_4.25 8/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.58M, Peak:30.58M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_-1_2.8 11/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.61M, Peak:30.61M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_1_-4.25 12/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.64M, Peak:30.64M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_1_4.25 13/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.66M, Peak:30.66M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_1_0 15/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.68M, Peak:30.68M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_1_2.8 29/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.71M, Peak:30.71M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_subtle_recessed_contact_row 17/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.73M, Peak:30.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_recessed_connector_stop 18/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.81M, Peak:30.81M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_connector_contact_surround 19/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.82M, Peak:30.83M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_-1_4.25 21/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.84M, Peak:30.84M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_-2.8 22/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.85M, Peak:30.85M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_0 23/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.86M, Peak:30.86M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_2.8 24/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.91M, Peak:30.91M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_1_-4.25 25/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.93M, Peak:30.94M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_1_4.25 26/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.95M, Peak:30.95M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_1_-2.8 27/30 | Building BVH
Fra:1 Mem:186.34M (Peak 186.46M) | Time:00:00.28 | Mem:30.94M, Peak:30.98M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:186.35M (Peak 186.46M) | Time:00:00.28 | Mem:30.94M, Peak:30.98M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:186.35M (Peak 186.46M) | Time:00:00.31 | Mem:51.87M, Peak:61.81M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:186.35M (Peak 186.46M) | Time:00:00.31 | Mem:51.87M, Peak:61.81M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:197.68M (Peak 197.68M) | Time:00:00.32 | Mem:51.87M, Peak:61.81M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:197.68M (Peak 197.68M) | Time:00:00.32 | Mem:63.21M, Peak:63.21M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects Flags
Fra:1 Mem:197.68M (Peak 197.68M) | Time:00:00.32 | Mem:63.21M, Peak:63.21M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:197.69M (Peak 197.69M) | Time:00:00.32 | Mem:63.22M, Peak:63.22M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images
Fra:1 Mem:197.69M (Peak 197.69M) | Time:00:00.32 | Mem:63.22M, Peak:63.22M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Camera Volume
Fra:1 Mem:197.69M (Peak 197.69M) | Time:00:00.32 | Mem:63.22M, Peak:63.22M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lookup Tables
Fra:1 Mem:197.69M (Peak 197.69M) | Time:00:00.32 | Mem:63.30M, Peak:63.30M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights
Fra:1 Mem:197.69M (Peak 197.69M) | Time:00:00.32 | Mem:63.30M, Peak:63.30M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights | Computing distribution
Fra:1 Mem:197.69M (Peak 197.69M) | Time:00:00.32 | Mem:63.30M, Peak:63.30M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:197.69M (Peak 197.69M) | Time:00:00.32 | Mem:63.31M, Peak:63.31M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Integrator
Fra:1 Mem:198.69M (Peak 198.69M) | Time:00:00.32 | Mem:64.31M, Peak:64.31M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Film
Fra:1 Mem:198.70M (Peak 198.70M) | Time:00:00.32 | Mem:64.22M, Peak:64.31M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lookup Tables
Fra:1 Mem:198.70M (Peak 198.70M) | Time:00:00.32 | Mem:64.31M, Peak:64.31M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Baking
Fra:1 Mem:198.70M (Peak 198.70M) | Time:00:00.32 | Mem:64.31M, Peak:64.31M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:198.71M (Peak 198.71M) | Time:00:00.32 | Mem:64.31M, Peak:64.31M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 0/48
Fra:1 Mem:272.90M (Peak 272.90M) | Time:00:01.22 | Remaining:00:42.38 | Mem:138.48M, Peak:138.48M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 1/48
Fra:1 Mem:272.90M (Peak 272.90M) | Time:00:26.13 | Remaining:00:11.73 | Mem:138.48M, Peak:138.48M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 33/48
Fra:1 Mem:305.86M (Peak 371.78M) | Time:00:37.71 | Mem:138.48M, Peak:138.48M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 48/48
Fra:1 Mem:305.86M (Peak 371.78M) | Time:00:37.71 | Mem:138.48M, Peak:138.48M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Finished
Saved: '/root/Project/rack-device-3d/Cisco-N9KC9336C-FX2/v001/previews/first-front-right.png'
Time: 00:38.26 (Saving: 00:00.53)

BlenderMCP: cannot start server in background mode (blender -b) - commands would never execute
BlenderMCP: run Blender with a GUI, or use a virtual display: xvfb-run -a blender
BlenderMCP addon registered
BlenderMCP server stopped
BlenderMCP addon unregistered

Blender quit
